"Table 25. Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use in the Past Year, by Age Group and State: Percentages, Annual Averages Based on 2016 and 2017 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: Respondents were classified as needing alcohol treatment if they met the criteria for an alcohol use disorder as defined in the 4th edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM-IV) or received treatment for alcohol use at a specialty facility (i.e., drug and alcohol rehabilitation facility [inpatient or outpatient], hospital [inpatient only], or mental health center). Needing But Not Receiving Alcohol Treatment refers to respondents who are classified as needing alcohol treatment, but who did not receive alcohol treatment at a specialty facility.",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2016 and 2017.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
11,Colorado,6.27%,5.32%,7.39%,1.88%,1.26%,2.80%,12.01%,9.83%,14.61%,5.86%,4.79%,7.14%,6.72%,5.69%,7.92%
12,Connecticut,5.77%,4.81%,6.91%,2.41%,1.59%,3.64%,10.21%,8.18%,12.67%,5.44%,4.36%,6.76%,6.10%,5.08%,7.31%
13,Delaware,5.97%,4.97%,7.14%,1.59%,1.06%,2.37%,9.72%,7.76%,12.11%,5.88%,4.76%,7.24%,6.38%,5.31%,7.64%
14,District of Columbia,8.19%,6.94%,9.64%,1.74%,1.11%,2.73%,13.64%,11.06%,16.70%,7.56%,6.20%,9.20%,8.55%,7.25%,10.07%
15,Florida,5.03%,4.43%,5.70%,1.99%,1.52%,2.61%,9.76%,8.46%,11.24%,4.68%,4.01%,5.45%,5.29%,4.65%,6.01%
16,Georgia,4.10%,3.43%,4.88%,1.31%,0.86%,1.97%,7.57%,6.17%,9.25%,3.88%,3.12%,4.80%,4.41%,3.70%,5.25%
17,Hawaii,4.96%,4.10%,5.99%,1.99%,1.28%,3.08%,11.42%,9.17%,14.12%,4.38%,3.46%,5.54%,5.23%,4.32%,6.33%
18,Idaho,5.41%,4.50%,6.48%,2.03%,1.35%,3.03%,9.32%,7.43%,11.63%,5.23%,4.21%,6.48%,5.81%,4.83%,6.98%
19,Illinois,5.93%,5.22%,6.74%,2.26%,1.67%,3.06%,11.41%,9.80%,13.23%,5.49%,4.68%,6.43%,6.31%,5.55%,7.18%
20,Indiana,4.94%,4.12%,5.92%,1.56%,1.02%,2.38%,9.84%,7.89%,12.22%,4.52%,3.62%,5.62%,5.31%,4.42%,6.36%
21,Iowa,6.89%,5.82%,8.13%,2.06%,1.40%,3.03%,13.33%,11.06%,15.97%,6.32%,5.11%,7.79%,7.38%,6.23%,8.73%
22,Kansas,5.38%,4.49%,6.42%,2.29%,1.55%,3.37%,11.34%,9.22%,13.88%,4.71%,3.75%,5.92%,5.72%,4.77%,6.84%
23,Kentucky,4.72%,3.89%,5.72%,1.64%,1.06%,2.51%,8.67%,6.93%,10.80%,4.44%,3.53%,5.58%,5.03%,4.14%,6.10%
24,Louisiana,5.55%,4.64%,6.63%,2.05%,1.37%,3.05%,9.13%,7.28%,11.38%,5.39%,4.35%,6.67%,5.92%,4.94%,7.08%
25,Maine,5.41%,4.49%,6.50%,2.13%,1.46%,3.11%,9.80%,7.89%,12.13%,5.14%,4.12%,6.38%,5.69%,4.71%,6.85%
26,Maryland,5.28%,4.41%,6.31%,1.38%,0.89%,2.14%,10.64%,8.56%,13.16%,4.90%,3.95%,6.07%,5.67%,4.73%,6.78%
27,Massachusetts,6.70%,5.63%,7.96%,2.01%,1.34%,2.99%,13.13%,10.75%,15.94%,6.09%,4.92%,7.52%,7.12%,5.98%,8.47%
28,Michigan,5.15%,4.51%,5.87%,1.71%,1.26%,2.30%,8.87%,7.54%,10.40%,4.93%,4.18%,5.79%,5.49%,4.80%,6.27%
29,Minnesota,4.96%,4.11%,5.97%,1.64%,1.07%,2.50%,10.55%,8.53%,12.98%,4.47%,3.55%,5.62%,5.30%,4.40%,6.39%
30,Mississippi,4.06%,3.34%,4.93%,1.27%,0.82%,1.98%,7.35%,5.71%,9.41%,3.85%,3.05%,4.84%,4.36%,3.58%,5.31%
31,Missouri,4.93%,4.10%,5.91%,1.82%,1.21%,2.72%,8.83%,7.02%,11.04%,4.66%,3.75%,5.78%,5.24%,4.36%,6.29%
32,Montana,7.08%,6.01%,8.34%,3.27%,2.14%,4.95%,13.06%,10.68%,15.87%,6.54%,5.35%,7.98%,7.44%,6.30%,8.76%
33,Nebraska,5.66%,4.76%,6.72%,2.03%,1.36%,3.03%,12.01%,9.80%,14.64%,5.00%,4.02%,6.19%,6.06%,5.09%,7.20%
34,Nevada,5.20%,4.33%,6.23%,2.28%,1.53%,3.38%,10.98%,8.81%,13.59%,4.69%,3.75%,5.85%,5.49%,4.57%,6.59%
35,New Hampshire,5.95%,4.96%,7.12%,1.84%,1.23%,2.74%,11.83%,9.59%,14.51%,5.46%,4.38%,6.80%,6.32%,5.26%,7.57%
36,New Jersey,4.61%,3.88%,5.48%,1.54%,1.01%,2.32%,11.08%,9.06%,13.49%,4.00%,3.21%,4.98%,4.92%,4.13%,5.85%
37,New Mexico,5.57%,4.66%,6.64%,2.07%,1.37%,3.10%,10.64%,8.49%,13.26%,5.16%,4.15%,6.41%,5.94%,4.96%,7.09%
38,New York,5.43%,4.82%,6.11%,1.71%,1.27%,2.29%,9.36%,8.08%,10.83%,5.19%,4.49%,5.99%,5.77%,5.12%,6.50%
39,North Carolina,4.10%,3.45%,4.86%,1.34%,0.88%,2.03%,7.20%,5.79%,8.93%,3.93%,3.21%,4.82%,4.38%,3.68%,5.20%
40,North Dakota,6.69%,5.70%,7.85%,1.91%,1.32%,2.74%,12.20%,10.03%,14.77%,6.09%,4.98%,7.43%,7.14%,6.07%,8.37%
41,Ohio,5.21%,4.60%,5.90%,1.64%,1.19%,2.26%,10.15%,8.77%,11.72%,4.85%,4.15%,5.66%,5.58%,4.91%,6.32%
42,Oklahoma,5.28%,4.41%,6.31%,1.88%,1.27%,2.78%,9.39%,7.56%,11.60%,5.01%,4.03%,6.22%,5.66%,4.72%,6.77%
43,Oregon,7.13%,6.06%,8.39%,2.67%,1.81%,3.92%,11.71%,9.53%,14.31%,6.92%,5.70%,8.37%,7.54%,6.39%,8.87%
44,Pennsylvania,4.90%,4.26%,5.63%,1.41%,0.98%,2.01%,10.19%,8.70%,11.90%,4.46%,3.74%,5.30%,5.22%,4.54%,6.00%
45,Rhode Island,6.49%,5.46%,7.70%,2.10%,1.43%,3.09%,12.05%,9.77%,14.78%,5.95%,4.82%,7.33%,6.88%,5.78%,8.17%
46,South Carolina,4.98%,4.16%,5.95%,1.56%,1.03%,2.37%,10.45%,8.57%,12.70%,4.52%,3.61%,5.64%,5.32%,4.44%,6.36%
47,South Dakota,7.16%,6.05%,8.45%,2.93%,1.98%,4.33%,12.51%,10.27%,15.16%,6.77%,5.50%,8.32%,7.60%,6.42%,8.99%
48,Tennessee,4.58%,3.78%,5.54%,1.75%,1.18%,2.60%,9.39%,7.48%,11.72%,4.14%,3.29%,5.19%,4.86%,4.00%,5.89%
49,Texas,4.46%,3.96%,5.03%,1.57%,1.14%,2.14%,9.05%,7.80%,10.47%,4.05%,3.48%,4.72%,4.81%,4.26%,5.43%
50,Utah,4.66%,3.87%,5.59%,1.60%,1.03%,2.48%,8.93%,7.04%,11.26%,4.23%,3.38%,5.29%,5.09%,4.23%,6.11%
51,Vermont,6.65%,5.62%,7.85%,2.32%,1.57%,3.41%,14.44%,11.74%,17.64%,5.72%,4.61%,7.09%,7.01%,5.92%,8.30%
52,Virginia,5.45%,4.68%,6.35%,1.81%,1.26%,2.60%,10.88%,9.13%,12.92%,5.00%,4.14%,6.04%,5.81%,4.98%,6.77%
53,Washington,5.97%,4.99%,7.13%,2.00%,1.35%,2.96%,10.31%,8.30%,12.73%,5.74%,4.64%,7.09%,6.35%,5.31%,7.58%
54,West Virginia,4.26%,3.52%,5.15%,1.74%,1.14%,2.65%,8.89%,7.09%,11.08%,3.84%,3.05%,4.83%,4.48%,3.70%,5.43%
55,Wisconsin,6.56%,5.54%,7.76%,2.05%,1.39%,3.00%,13.36%,10.99%,16.14%,5.97%,4.83%,7.37%,7.01%,5.91%,8.30%
56,Wyoming,6.36%,5.35%,7.54%,2.35%,1.60%,3.43%,11.20%,9.14%,13.67%,6.06%,4.92%,7.45%,6.77%,5.69%,8.04%
