"Table 9. Heroin Use in the Past Year, by Age Group and State: Percentages, Annual Averages Based on 2016 and 2017 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2016 and 2017.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
43,Oregon,0.37%,0.19%,0.70%,0.07%,0.03%,0.17%,0.61%,0.30%,1.24%,0.36%,0.18%,0.73%,0.40%,0.21%,0.76%
44,Pennsylvania,0.58%,0.40%,0.85%,0.08%,0.03%,0.18%,1.04%,0.67%,1.61%,0.57%,0.37%,0.86%,0.63%,0.43%,0.92%
45,Rhode Island,0.43%,0.23%,0.81%,0.06%,0.03%,0.15%,0.69%,0.34%,1.41%,0.43%,0.22%,0.84%,0.47%,0.25%,0.87%
46,South Carolina,0.19%,0.09%,0.39%,0.04%,0.01%,0.11%,0.40%,0.17%,0.91%,0.17%,0.08%,0.38%,0.20%,0.10%,0.43%
47,South Dakota,0.25%,0.13%,0.49%,0.06%,0.02%,0.17%,0.51%,0.24%,1.10%,0.23%,0.11%,0.50%,0.27%,0.14%,0.54%
48,Tennessee,0.34%,0.19%,0.62%,0.05%,0.02%,0.13%,0.66%,0.32%,1.35%,0.32%,0.17%,0.62%,0.37%,0.20%,0.68%
49,Texas,0.30%,0.19%,0.47%,0.04%,0.02%,0.12%,0.67%,0.40%,1.11%,0.27%,0.16%,0.46%,0.33%,0.21%,0.52%
50,Utah,0.37%,0.20%,0.67%,0.04%,0.02%,0.12%,0.58%,0.28%,1.24%,0.38%,0.20%,0.72%,0.41%,0.22%,0.76%
51,Vermont,0.48%,0.27%,0.86%,0.08%,0.03%,0.19%,1.05%,0.54%,2.03%,0.42%,0.22%,0.80%,0.51%,0.28%,0.92%
52,Virginia,0.36%,0.21%,0.61%,0.02%,0.00%,0.10%,0.72%,0.40%,1.30%,0.34%,0.19%,0.61%,0.39%,0.23%,0.67%
53,Washington,0.42%,0.23%,0.78%,0.07%,0.03%,0.15%,0.72%,0.36%,1.42%,0.42%,0.22%,0.80%,0.46%,0.25%,0.84%
54,West Virginia,0.69%,0.42%,1.12%,0.05%,0.01%,0.17%,1.45%,0.83%,2.51%,0.64%,0.37%,1.11%,0.75%,0.45%,1.22%
55,Wisconsin,0.37%,0.20%,0.69%,0.06%,0.03%,0.15%,0.69%,0.34%,1.40%,0.35%,0.18%,0.69%,0.40%,0.21%,0.75%
56,Wyoming,0.31%,0.16%,0.60%,0.08%,0.03%,0.19%,0.62%,0.30%,1.31%,0.29%,0.14%,0.60%,0.34%,0.17%,0.65%
