"Table 22. Alcohol Use Disorder in the Past Year, by Age Group and State: Percentages, Annual Averages Based on 2016 and 2017 NSDUHs  ",,,,,,,,,,,,,,,,
NOTE: Alcohol Use Disorder is defined as meeting criteria for alcohol dependence or abuse. Dependence or abuse is based on definitions found in the 4th edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM-IV).,,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2016 and 2017.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
11,Colorado,6.30%,5.31%,7.47%,2.07%,1.40%,3.04%,12.23%,9.91%,15.01%,5.83%,4.74%,7.16%,6.73%,5.66%,7.98%
12,Connecticut,6.10%,5.02%,7.40%,2.68%,1.77%,4.03%,11.18%,8.95%,13.87%,5.68%,4.50%,7.13%,6.44%,5.29%,7.82%
13,Delaware,6.15%,5.08%,7.42%,1.79%,1.20%,2.67%,10.09%,8.06%,12.56%,6.03%,4.84%,7.48%,6.56%,5.41%,7.92%
14,District of Columbia,9.08%,7.62%,10.78%,1.97%,1.25%,3.08%,13.62%,11.03%,16.71%,8.67%,7.06%,10.60%,9.48%,7.95%,11.26%
15,Florida,5.29%,4.68%,5.96%,2.03%,1.55%,2.64%,9.95%,8.63%,11.46%,4.97%,4.29%,5.75%,5.57%,4.92%,6.29%
16,Georgia,4.42%,3.69%,5.29%,1.27%,0.83%,1.94%,7.83%,6.28%,9.72%,4.26%,3.44%,5.27%,4.78%,3.98%,5.72%
17,Hawaii,5.23%,4.26%,6.41%,2.15%,1.39%,3.30%,11.26%,8.98%,14.04%,4.72%,3.68%,6.04%,5.51%,4.48%,6.76%
18,Idaho,5.90%,4.88%,7.11%,2.31%,1.59%,3.34%,10.39%,8.29%,12.94%,5.65%,4.51%,7.06%,6.33%,5.23%,7.64%
19,Illinois,6.25%,5.52%,7.07%,2.39%,1.77%,3.21%,12.16%,10.42%,14.14%,5.76%,4.93%,6.71%,6.65%,5.87%,7.53%
20,Indiana,5.24%,4.32%,6.33%,1.58%,1.03%,2.43%,10.69%,8.60%,13.22%,4.75%,3.77%,5.95%,5.63%,4.65%,6.80%
21,Iowa,7.08%,5.97%,8.39%,2.25%,1.54%,3.29%,14.25%,11.82%,17.09%,6.39%,5.17%,7.87%,7.58%,6.38%,8.99%
22,Kansas,5.52%,4.59%,6.64%,2.39%,1.63%,3.51%,11.27%,9.00%,14.01%,4.91%,3.91%,6.14%,5.87%,4.87%,7.07%
23,Kentucky,4.94%,4.01%,6.08%,1.61%,1.05%,2.48%,8.95%,7.00%,11.37%,4.68%,3.66%,5.97%,5.28%,4.27%,6.51%
24,Louisiana,6.16%,5.11%,7.41%,2.26%,1.53%,3.34%,10.03%,7.96%,12.55%,6.00%,4.82%,7.44%,6.57%,5.44%,7.92%
25,Maine,5.62%,4.59%,6.87%,2.26%,1.54%,3.29%,10.50%,8.38%,13.09%,5.29%,4.18%,6.68%,5.91%,4.81%,7.23%
26,Maryland,5.37%,4.43%,6.51%,1.44%,0.93%,2.22%,10.46%,8.32%,13.06%,5.04%,4.01%,6.32%,5.76%,4.75%,6.98%
27,Massachusetts,7.12%,5.93%,8.53%,2.18%,1.44%,3.28%,14.10%,11.37%,17.35%,6.44%,5.15%,8.01%,7.56%,6.29%,9.07%
28,Michigan,5.49%,4.82%,6.24%,1.81%,1.33%,2.47%,9.64%,8.29%,11.19%,5.22%,4.45%,6.12%,5.86%,5.14%,6.67%
29,Minnesota,5.06%,4.22%,6.06%,1.70%,1.14%,2.53%,10.94%,8.81%,13.51%,4.53%,3.63%,5.64%,5.41%,4.50%,6.48%
30,Mississippi,4.42%,3.59%,5.43%,1.25%,0.81%,1.93%,7.91%,6.15%,10.12%,4.23%,3.31%,5.38%,4.77%,3.87%,5.86%
31,Missouri,5.33%,4.38%,6.46%,1.86%,1.24%,2.78%,9.49%,7.50%,11.93%,5.06%,4.03%,6.33%,5.68%,4.67%,6.89%
32,Montana,7.65%,6.48%,9.01%,3.72%,2.50%,5.52%,13.85%,11.28%,16.90%,7.08%,5.81%,8.61%,8.01%,6.78%,9.45%
33,Nebraska,5.80%,4.82%,6.95%,2.17%,1.46%,3.22%,12.54%,10.16%,15.37%,5.06%,4.03%,6.34%,6.19%,5.15%,7.43%
34,Nevada,5.66%,4.65%,6.88%,2.33%,1.55%,3.48%,11.75%,9.43%,14.55%,5.16%,4.07%,6.53%,6.00%,4.92%,7.30%
35,New Hampshire,6.13%,5.09%,7.37%,1.98%,1.35%,2.90%,12.94%,10.40%,15.99%,5.52%,4.40%,6.89%,6.51%,5.40%,7.83%
36,New Jersey,4.71%,3.95%,5.62%,1.54%,1.02%,2.32%,11.11%,9.11%,13.50%,4.13%,3.32%,5.12%,5.03%,4.22%,6.00%
37,New Mexico,6.01%,5.00%,7.22%,2.22%,1.48%,3.33%,10.87%,8.71%,13.49%,5.68%,4.58%,7.03%,6.42%,5.33%,7.71%
38,New York,5.67%,5.00%,6.42%,1.79%,1.33%,2.40%,9.80%,8.44%,11.35%,5.41%,4.66%,6.27%,6.02%,5.31%,6.83%
39,North Carolina,4.38%,3.63%,5.28%,1.31%,0.86%,2.00%,7.34%,5.80%,9.24%,4.28%,3.44%,5.31%,4.69%,3.89%,5.66%
40,North Dakota,6.55%,5.48%,7.82%,2.07%,1.41%,3.03%,12.49%,10.17%,15.25%,5.83%,4.68%,7.22%,6.97%,5.82%,8.31%
41,Ohio,5.60%,4.92%,6.37%,1.71%,1.24%,2.35%,11.41%,9.81%,13.22%,5.13%,4.37%,6.02%,5.99%,5.26%,6.82%
42,Oklahoma,5.90%,4.90%,7.09%,1.97%,1.32%,2.92%,9.93%,7.92%,12.38%,5.71%,4.59%,7.08%,6.33%,5.25%,7.61%
43,Oregon,7.46%,6.28%,8.83%,2.94%,2.05%,4.21%,12.49%,10.21%,15.20%,7.18%,5.89%,8.73%,7.87%,6.62%,9.33%
44,Pennsylvania,4.97%,4.35%,5.67%,1.50%,1.06%,2.12%,10.32%,8.85%,12.00%,4.52%,3.83%,5.32%,5.29%,4.63%,6.04%
45,Rhode Island,6.74%,5.61%,8.07%,2.25%,1.52%,3.33%,12.48%,10.08%,15.36%,6.17%,4.93%,7.70%,7.13%,5.93%,8.56%
46,South Carolina,5.43%,4.50%,6.53%,1.57%,1.02%,2.40%,11.44%,9.33%,13.96%,4.93%,3.91%,6.20%,5.80%,4.81%,6.99%
47,South Dakota,7.51%,6.30%,8.94%,3.47%,2.38%,5.04%,13.57%,11.10%,16.49%,6.99%,5.63%,8.64%,7.94%,6.64%,9.48%
48,Tennessee,4.82%,3.97%,5.85%,1.66%,1.10%,2.50%,9.42%,7.40%,11.91%,4.46%,3.54%,5.61%,5.14%,4.22%,6.25%
49,Texas,4.58%,4.08%,5.15%,1.60%,1.18%,2.15%,9.06%,7.82%,10.48%,4.20%,3.63%,4.86%,4.94%,4.39%,5.56%
50,Utah,4.89%,4.07%,5.86%,1.75%,1.17%,2.62%,8.92%,7.03%,11.27%,4.52%,3.64%,5.61%,5.33%,4.43%,6.39%
51,Vermont,7.26%,6.05%,8.69%,2.53%,1.69%,3.78%,16.03%,12.96%,19.66%,6.20%,4.94%,7.74%,7.65%,6.37%,9.17%
52,Virginia,5.49%,4.69%,6.41%,1.90%,1.33%,2.70%,10.77%,8.95%,12.89%,5.05%,4.16%,6.13%,5.84%,4.99%,6.83%
53,Washington,6.09%,5.01%,7.38%,2.29%,1.56%,3.37%,10.55%,8.42%,13.14%,5.82%,4.64%,7.28%,6.45%,5.30%,7.83%
54,West Virginia,4.44%,3.57%,5.51%,1.67%,1.09%,2.55%,9.28%,7.22%,11.86%,4.02%,3.10%,5.20%,4.69%,3.76%,5.83%
55,Wisconsin,6.96%,5.85%,8.25%,2.27%,1.56%,3.29%,14.44%,11.95%,17.34%,6.28%,5.07%,7.74%,7.43%,6.24%,8.82%
56,Wyoming,6.34%,5.27%,7.59%,2.68%,1.81%,3.96%,11.90%,9.62%,14.64%,5.88%,4.75%,7.26%,6.71%,5.58%,8.04%
