"Table 12. Pain Reliever Misuse in the Past Year, by Age Group and State: Percentages, Annual Averages Based on 2016 and 2017 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: Misuse of prescription psychotherapeutics is defined as use in any way not directed by a doctor, including use without a prescription of one's own; use in greater amounts, more often, or longer than told; or use in any other way not directed by a doctor. Prescription psychotherapeutics do not include over-the-counter drugs.",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2016 and 2017.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
22,Kansas,4.58%,3.84%,5.44%,3.59%,2.67%,4.82%,7.49%,6.04%,9.24%,4.18%,3.34%,5.22%,4.69%,3.90%,5.62%
23,Kentucky,4.34%,3.60%,5.23%,3.40%,2.52%,4.56%,7.43%,5.99%,9.19%,3.95%,3.11%,5.02%,4.44%,3.66%,5.38%
24,Louisiana,4.12%,3.41%,4.97%,3.00%,2.16%,4.16%,6.83%,5.41%,8.60%,3.81%,2.99%,4.85%,4.24%,3.48%,5.15%
25,Maine,3.94%,3.23%,4.79%,2.70%,1.97%,3.69%,7.37%,5.96%,9.08%,3.60%,2.80%,4.60%,4.04%,3.29%,4.95%
26,Maryland,3.90%,3.25%,4.68%,3.05%,2.23%,4.15%,7.32%,5.88%,9.07%,3.47%,2.74%,4.39%,3.98%,3.29%,4.82%
27,Massachusetts,3.60%,2.93%,4.43%,2.58%,1.85%,3.61%,6.08%,4.76%,7.73%,3.29%,2.52%,4.27%,3.70%,2.98%,4.57%
28,Michigan,4.37%,3.83%,5.00%,3.50%,2.79%,4.38%,7.10%,6.04%,8.33%,4.02%,3.38%,4.78%,4.46%,3.87%,5.14%
29,Minnesota,4.19%,3.48%,5.04%,3.17%,2.35%,4.27%,6.36%,5.02%,8.02%,3.97%,3.15%,5.00%,4.30%,3.53%,5.22%
30,Mississippi,4.25%,3.55%,5.07%,4.31%,3.19%,5.80%,7.30%,5.80%,9.15%,3.71%,2.93%,4.68%,4.24%,3.51%,5.12%
31,Missouri,4.31%,3.60%,5.15%,3.53%,2.63%,4.71%,7.14%,5.73%,8.86%,3.94%,3.13%,4.95%,4.39%,3.63%,5.29%
32,Montana,4.55%,3.80%,5.44%,3.43%,2.54%,4.60%,8.17%,6.65%,10.00%,4.09%,3.24%,5.14%,4.65%,3.86%,5.60%
33,Nebraska,3.76%,3.08%,4.58%,2.98%,2.16%,4.10%,7.18%,5.74%,8.95%,3.25%,2.49%,4.23%,3.84%,3.13%,4.72%
34,Nevada,4.97%,4.09%,6.03%,3.78%,2.76%,5.15%,8.07%,6.47%,10.04%,4.66%,3.66%,5.92%,5.09%,4.15%,6.22%
35,New Hampshire,4.22%,3.50%,5.08%,3.00%,2.20%,4.08%,7.06%,5.68%,8.76%,3.91%,3.09%,4.94%,4.33%,3.57%,5.25%
36,New Jersey,3.57%,2.99%,4.26%,2.46%,1.79%,3.38%,6.52%,5.27%,8.04%,3.26%,2.61%,4.07%,3.68%,3.06%,4.41%
37,New Mexico,4.15%,3.45%,5.00%,3.32%,2.43%,4.51%,7.76%,6.20%,9.67%,3.66%,2.86%,4.68%,4.24%,3.49%,5.15%
38,New York,3.43%,2.97%,3.97%,2.47%,1.87%,3.26%,6.19%,5.21%,7.33%,3.09%,2.55%,3.73%,3.52%,3.02%,4.09%
39,North Carolina,4.28%,3.64%,5.03%,3.60%,2.76%,4.69%,7.59%,6.23%,9.22%,3.84%,3.10%,4.74%,4.35%,3.66%,5.16%
40,North Dakota,4.06%,3.39%,4.86%,3.28%,2.42%,4.43%,6.96%,5.58%,8.65%,3.55%,2.78%,4.52%,4.13%,3.42%,4.99%
41,Ohio,4.67%,4.10%,5.32%,3.49%,2.79%,4.36%,8.00%,6.79%,9.39%,4.28%,3.61%,5.07%,4.79%,4.18%,5.49%
42,Oklahoma,4.38%,3.65%,5.24%,3.75%,2.80%,5.01%,8.25%,6.64%,10.22%,3.79%,2.96%,4.86%,4.45%,3.67%,5.38%
43,Oregon,5.35%,4.48%,6.38%,3.68%,2.71%,4.97%,8.59%,7.00%,10.50%,5.05%,4.04%,6.29%,5.51%,4.58%,6.61%
44,Pennsylvania,4.24%,3.67%,4.89%,2.73%,2.09%,3.55%,7.18%,6.04%,8.50%,3.95%,3.29%,4.74%,4.38%,3.78%,5.08%
45,Rhode Island,4.59%,3.81%,5.52%,3.32%,2.42%,4.55%,7.42%,6.00%,9.14%,4.22%,3.33%,5.32%,4.70%,3.88%,5.69%
46,South Carolina,4.32%,3.62%,5.15%,3.77%,2.79%,5.08%,8.17%,6.66%,9.99%,3.78%,2.99%,4.76%,4.37%,3.63%,5.26%
47,South Dakota,4.51%,3.76%,5.39%,3.66%,2.72%,4.91%,7.80%,6.30%,9.62%,4.05%,3.19%,5.14%,4.60%,3.80%,5.55%
48,Tennessee,4.16%,3.47%,4.98%,3.32%,2.46%,4.47%,8.03%,6.44%,9.98%,3.65%,2.88%,4.61%,4.25%,3.51%,5.13%
49,Texas,4.02%,3.58%,4.51%,3.39%,2.72%,4.21%,6.94%,5.97%,8.05%,3.58%,3.07%,4.18%,4.09%,3.62%,4.63%
50,Utah,4.66%,3.93%,5.51%,3.45%,2.51%,4.73%,7.49%,6.01%,9.30%,4.23%,3.38%,5.29%,4.83%,4.05%,5.75%
51,Vermont,4.22%,3.51%,5.08%,2.76%,2.00%,3.79%,8.02%,6.44%,9.95%,3.71%,2.91%,4.72%,4.35%,3.59%,5.25%
52,Virginia,3.85%,3.26%,4.55%,3.15%,2.38%,4.15%,7.04%,5.78%,8.56%,3.42%,2.75%,4.24%,3.92%,3.29%,4.66%
53,Washington,4.94%,4.10%,5.94%,3.45%,2.53%,4.68%,6.97%,5.58%,8.68%,4.79%,3.81%,6.01%,5.08%,4.19%,6.15%
54,West Virginia,4.06%,3.35%,4.91%,2.86%,2.04%,4.00%,7.19%,5.76%,8.95%,3.73%,2.94%,4.72%,4.17%,3.41%,5.08%
55,Wisconsin,3.83%,3.16%,4.64%,3.04%,2.24%,4.11%,7.37%,5.93%,9.13%,3.35%,2.59%,4.31%,3.91%,3.19%,4.79%
56,Wyoming,4.18%,3.46%,5.05%,3.09%,2.26%,4.22%,7.41%,5.96%,9.17%,3.80%,2.98%,4.82%,4.29%,3.53%,5.21%
