"Table 5. First Use of Marijuana, by Age Group and State: Average Annual Initiation Estimates (Expressed as Percentages of the At-Risk Population) Based on 2016 and 2017 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: Average annual initiation of marijuana (%) = 100 * {[X1 ÷ (0.5 * X1 + X2)] ÷ 2}, where X1 is the number of marijuana initiates in the past 24 months and X2 is the number of individuals who never used marijuana (with the at-risk population defined as 0.5 * X1 + X2). Both of the computation components, X1 and X2, are based on a survey-weighted hierarchical Bayes estimation approach. The age group shown is based on a respondent's age at the time of the interview, not his or her age at first use. For details, see Section B of the “2016-2017 NSDUH: Guide to State Tables and Summary of Small Area Estimation Methodology” at https://www.samhsa.gov/data/.",,,,,,,,,,,,,,,,
"NOTE: The state and census region Bayesian confidence (credible) intervals presented here use a simultaneous solution for the First Use of Marijuana and Never Used Marijuana outcomes, which had age group-specific random effects that were allowed to be correlated across the two outcomes. The associated Markov Chain Monte Carlo chains were used to calculate the posterior variance. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2016 and 2017.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
16,Georgia,1.67%,1.47%,1.90%,4.47%,3.76%,5.30%,6.33%,5.24%,7.63%,0.33%,0.25%,0.44%,1.18%,1.00%,1.39%
17,Hawaii,1.93%,1.65%,2.25%,5.87%,4.81%,7.15%,8.87%,7.07%,11.07%,0.44%,0.29%,0.66%,1.36%,1.11%,1.67%
18,Idaho,2.01%,1.73%,2.33%,4.68%,3.83%,5.71%,7.18%,5.77%,8.90%,0.42%,0.31%,0.58%,1.46%,1.21%,1.75%
19,Illinois,2.10%,1.89%,2.33%,5.84%,5.10%,6.69%,8.45%,7.23%,9.85%,0.41%,0.32%,0.54%,1.47%,1.27%,1.69%
20,Indiana,2.43%,2.09%,2.82%,6.03%,5.00%,7.26%,8.83%,7.06%,11.00%,0.48%,0.36%,0.65%,1.73%,1.43%,2.10%
21,Iowa,1.92%,1.65%,2.23%,4.05%,3.30%,4.97%,8.43%,6.86%,10.33%,0.40%,0.29%,0.55%,1.56%,1.29%,1.87%
22,Kansas,2.06%,1.78%,2.39%,4.98%,4.10%,6.04%,7.63%,6.15%,9.42%,0.49%,0.36%,0.66%,1.54%,1.28%,1.84%
23,Kentucky,1.85%,1.58%,2.16%,5.16%,4.26%,6.24%,6.74%,5.41%,8.37%,0.38%,0.27%,0.54%,1.29%,1.06%,1.57%
24,Louisiana,1.58%,1.35%,1.85%,4.53%,3.72%,5.52%,5.81%,4.57%,7.36%,0.33%,0.24%,0.45%,1.08%,0.88%,1.33%
25,Maine,2.53%,2.17%,2.94%,6.24%,5.21%,7.45%,10.62%,8.48%,13.22%,0.70%,0.48%,1.02%,1.87%,1.53%,2.28%
26,Maryland,2.15%,1.85%,2.49%,5.88%,4.86%,7.10%,8.99%,7.16%,11.24%,0.51%,0.37%,0.69%,1.52%,1.25%,1.84%
27,Massachusetts,3.42%,2.94%,3.98%,7.88%,6.60%,9.39%,13.10%,10.43%,16.34%,0.87%,0.62%,1.21%,2.60%,2.13%,3.16%
28,Michigan,2.46%,2.21%,2.74%,6.02%,5.28%,6.86%,8.91%,7.63%,10.37%,0.58%,0.45%,0.76%,1.80%,1.56%,2.08%
29,Minnesota,2.45%,2.13%,2.82%,5.67%,4.72%,6.79%,10.12%,8.25%,12.36%,0.52%,0.39%,0.69%,1.85%,1.55%,2.20%
30,Mississippi,1.76%,1.51%,2.06%,4.84%,3.98%,5.87%,6.83%,5.43%,8.54%,0.27%,0.19%,0.38%,1.24%,1.01%,1.51%
31,Missouri,2.21%,1.89%,2.58%,4.93%,4.06%,5.97%,8.95%,7.19%,11.09%,0.47%,0.34%,0.64%,1.72%,1.41%,2.10%
32,Montana,2.78%,2.39%,3.22%,6.53%,5.41%,7.87%,10.95%,8.87%,13.44%,0.67%,0.49%,0.93%,2.09%,1.74%,2.52%
33,Nebraska,2.27%,1.96%,2.63%,5.20%,4.29%,6.28%,9.72%,7.83%,12.00%,0.39%,0.28%,0.54%,1.73%,1.43%,2.10%
34,Nevada,2.21%,1.90%,2.57%,6.31%,5.25%,7.55%,8.52%,6.71%,10.77%,0.55%,0.40%,0.75%,1.50%,1.22%,1.83%
35,New Hampshire,2.83%,2.42%,3.29%,6.37%,5.35%,7.58%,11.37%,9.14%,14.05%,0.57%,0.40%,0.80%,2.13%,1.75%,2.59%
36,New Jersey,1.78%,1.55%,2.05%,4.23%,3.49%,5.11%,8.54%,6.98%,10.42%,0.39%,0.29%,0.54%,1.38%,1.16%,1.64%
37,New Mexico,2.80%,2.39%,3.27%,7.54%,6.26%,9.07%,9.54%,7.56%,11.98%,0.72%,0.49%,1.04%,1.90%,1.54%,2.34%
38,New York,2.02%,1.83%,2.24%,5.21%,4.61%,5.89%,8.16%,7.07%,9.40%,0.51%,0.40%,0.65%,1.53%,1.34%,1.75%
39,North Carolina,1.81%,1.60%,2.06%,4.93%,4.18%,5.81%,6.90%,5.66%,8.39%,0.41%,0.31%,0.54%,1.30%,1.09%,1.54%
40,North Dakota,1.89%,1.61%,2.23%,3.79%,3.07%,4.68%,7.46%,5.96%,9.30%,0.42%,0.30%,0.61%,1.61%,1.32%,1.97%
41,Ohio,2.10%,1.89%,2.33%,5.37%,4.71%,6.12%,8.80%,7.57%,10.20%,0.39%,0.29%,0.51%,1.51%,1.31%,1.73%
42,Oklahoma,1.88%,1.61%,2.19%,4.66%,3.80%,5.71%,6.64%,5.25%,8.36%,0.47%,0.34%,0.65%,1.37%,1.13%,1.67%
43,Oregon,3.18%,2.73%,3.70%,6.85%,5.73%,8.17%,12.36%,10.02%,15.16%,0.87%,0.61%,1.24%,2.45%,2.01%,2.98%
44,Pennsylvania,1.83%,1.63%,2.05%,4.39%,3.79%,5.09%,7.99%,6.82%,9.34%,0.41%,0.31%,0.54%,1.40%,1.21%,1.62%
45,Rhode Island,2.79%,2.40%,3.25%,6.51%,5.43%,7.79%,10.10%,8.09%,12.56%,0.81%,0.58%,1.14%,2.17%,1.78%,2.63%
46,South Carolina,1.64%,1.41%,1.90%,4.55%,3.74%,5.54%,6.85%,5.49%,8.53%,0.35%,0.26%,0.48%,1.18%,0.98%,1.43%
47,South Dakota,1.84%,1.57%,2.15%,4.65%,3.78%,5.70%,7.02%,5.57%,8.81%,0.42%,0.29%,0.61%,1.37%,1.12%,1.68%
48,Tennessee,1.68%,1.44%,1.96%,4.77%,3.95%,5.75%,6.37%,5.00%,8.09%,0.31%,0.23%,0.43%,1.16%,0.94%,1.42%
49,Texas,1.54%,1.39%,1.72%,4.21%,3.67%,4.81%,5.56%,4.77%,6.48%,0.27%,0.20%,0.35%,1.06%,0.92%,1.23%
50,Utah,1.70%,1.43%,2.02%,3.19%,2.51%,4.06%,6.10%,4.76%,7.78%,0.36%,0.24%,0.55%,1.40%,1.12%,1.74%
51,Vermont,3.35%,2.84%,3.95%,7.25%,6.06%,8.65%,12.14%,9.53%,15.35%,0.88%,0.61%,1.28%,2.60%,2.09%,3.21%
52,Virginia,1.82%,1.59%,2.07%,4.52%,3.79%,5.37%,7.06%,5.86%,8.49%,0.41%,0.31%,0.54%,1.35%,1.15%,1.59%
53,Washington,2.91%,2.48%,3.41%,5.81%,4.80%,7.02%,10.30%,8.24%,12.80%,1.02%,0.74%,1.41%,2.36%,1.93%,2.88%
54,West Virginia,1.52%,1.29%,1.79%,4.61%,3.76%,5.64%,5.95%,4.66%,7.57%,0.33%,0.23%,0.48%,1.05%,0.84%,1.30%
55,Wisconsin,2.16%,1.86%,2.51%,5.56%,4.61%,6.69%,8.34%,6.65%,10.41%,0.50%,0.36%,0.70%,1.57%,1.29%,1.90%
56,Wyoming,1.87%,1.58%,2.20%,4.45%,3.59%,5.50%,7.28%,5.81%,9.10%,0.50%,0.34%,0.73%,1.42%,1.16%,1.74%
